source	target
”I dag er vi glade og stolte i Oljedirektoratet.	”Today we are happy and proud in the NPD.
Hensikten med brønnen var å påvise petroleum i øvre kritt reservoarbergarter (Niseformasjonen).	The objective of the well was to prove petroleum in Upper Cretaceous reservoir rocks (the Nise formation).
Myndighetene må blant annet forsikre seg om at vilkårene oppfylles i forhold til miljø og fiskerier.	Once the recommendations are clear, the MPE calls in each company for a final negotiating meeting, which is also attended by the NPD.
Brønn 34/4-13 S ble boret til et vertikalt dyp av 4273 meter under havflaten, og ble avsluttet i Lundeformasjonen av sen trias alder.	Well 34/4-13 S was drilled to a vertical depth of 4273 metres below the sea surface, and was terminated in the Lunde formation from the Late Triassic Age.
Boreprogrammet for brønn 6406/6-3 gjeld boring av undersøkingsbrønn i utvinningsløyve 511.	The drilling programme for well 6406/6-3 relates to drilling of a wildcat well in production licence 511.
Analysene av materialet er overraskende,” kommenterer Sissel Eriksen, letedirektør i OD.	Analyses of the material are surprising,” says Sissel Eriksen, exploration director in the NPD.
Oljeproduksjonen er ca 1 prosent over OD sin prognose for januar 2015.	The oil production is about 1 percent above the NPD’s prognosis for the month.
Brønnen ble boret til et dyp på 3925 meter under havflaten, og ble avsluttet i Niseformasjonen i senkritt.	The well was drilled to a vertical depth of 3925 metres below the surface of the sea and was terminated in the Nise formation in Late Cretaceous strata.
I Barentshavet fant Lundin olje og gass i undersøkelsesbrønn 7219/12-1 og avgrensningsbrønn 7219/12-1 A nordvest for Alta-funnet.	In the Barents Sea, Lundin discovered oil and gas in wildcat well 7219/12-1 and appraisal well 7219/12-1 A northwest of the Alta discovery.
Produksjonen er 9,0 MSm3 o.e. lågare enn i same periode i 2010.	This is 9.0 MSm3 o.e. less than in the same period in 2010.
Utvinningstillatelse 048 ble tildelt i tredje konsesjonsrunde på norsk sokkel i 1977.	Production licence 048 was awarded in the third licensing round on the Norwegian shelf in 1977.
Vanndypet er 83 meter.	The water depth at the well location is 83 m.
Foreløpig beregning bekrefter tidligere ressursanslag, men i den øvre del av estimatet for funnet.	Preliminary calculations confirm earlier resource estimates, though at the upper end of the discovery estimate.
Brønnen blir midlertidig plugget og forlatt for å ha mulighet til å komme tilbake for å bore dypere og eventuelt gjennomføre en produksjonstest.	The well was temporarily plugged and abandoned to have the opportunity to return to it to drill deeper and, if relevant, perform a production test.
Dette var de nominerte til Best Stand 2016:	These were the nominees for Best Stand 2016:
Oljen fra Oda skal transporteres via Ekofisk til Teesside-terminalen i Storbritannia.	The oil from Oda will be transported via Ekofisk to the Teesside terminal in the UK.
Utvinningsløyve 453 S ble tildelt i TFO 2007.	Production licence 453 S was awarded in APA 2007.
I 2013 ble det produsert 213,7 millioner Sm³ oljeekvivalenter (o.e.).	A total of 213.7 million Sm³ oil equivalents (o.e.) were produced in 2013.
Rettighetshaverne i utvinningstillatelse 341 er:	The licensees in production licence 341 are:
Brønnen ble ikke formasjonstestet og det ble utført begrenset datainnsamling på grunn av tekniske problemer i brønnen.	The well was not formation-tested and limited data acquisition was carried out due to technical issues in the well.
OED sendte også ut forslag til endring av forskrift om lagring og transport av CO2 på sokkelen.	The MPE also submitted a proposal for amendment of the Regulations relating to storage and transport of CO2 on the shelf.
Hensikten med brønnen var å påvise petroleum i paleocen reservoarbergarter (Heimdalformasjon).	The objective of the well was to prove petroleum in Paleocene reservoir rocks (the Heimdal formation).
Brønn 6507/11-11 ble boret av boreinnretningen Leiv Eiriksson som nå skal til utvinningstillatelse 420 i Nordsjøen for å plugge brønnene 35/9-11 S og 35/9-11 A.	Well 6507/11-11 was drilled by the Leiv Eiriksson drilling facility, which will now proceed to production licence 420 in the North Sea to plug wells 35/9-11 S and 35/9-11 A.
Dette er den første letebrønnen i utvinningstillatelse 502.	This is the first exploration well in production licence 502.
Brønn 6705/7-1 ble boret av boreinnretningen Transocean Spitsbergen.	Well 6705/7-1 was drilled by the Transocean Spitsbergen drilling facility.
Avgrensningsbrønn 7324/8-3 ble boret til et vertikalt dyp av 775 meter under havflaten, og ble avsluttet i Fruholmenformasjonen av sentrias alder.	Appraisal well 7324/8-3 was drilled to a vertical depth of 775 metres below the sea surface, and was terminated in the Fruholmen formation from the Late Triassic Age.
Prisen ble delt ut av Stavanger-ordfører Kristine Sagen Helgø i dag, 1. september.	Stavanger Mayor Kristine Sagen Helgø awarded the prize today, 1 September.
”Det er teknisk mulig å fjerne plattformene.	”It is technically feasible to remove the platforms.
Dette er 0,5 millioner Sm3 o.e. høyere enn produksjonen i samme måned i fjor.	This is 0.5 million Sm3 o.e. higher than during April 2004.
21. juni ble nye utvinningstillatelser i 22. konsesjonsrunde på norsk sokkel tildelt.	New production licences in the 22nd licencing round on the Norwegian shelf were awarded on 21 June.
Delvis prosessert olje og gass fra Ivar Aasen går videre til Edvard Grieg for prosessering og eksport.	Partially processed oil and gas from Ivar Aasen is routed to Edvard Grieg for processing and export.
Dette er første letebrønn i utvinningstillatelse 793 som ble tildelt i TFO 2014.	This is the first exploration well in production licence 793 awarded in APA 2014.
Det ble funnet hydrokarboner i kalkseksjonen, men ikke i lag av øvre jura alder.	Hydrocarbons were found in the cretaceous section, but not in strata of the Upper Jurassic Age.
Utvinningsløyve 569 vart delt ut 4. februar 2011 (TFO 2010).	Production licence 569 was awarded on 4 February 2011 (APA 2010).
Så langt i 2004 er den totale produksjonen om lag 193,2 millioner Sm3 o.e.	So far this year the total production is about 193.7 million Sm3 o.e.
Det er vanligvis ikke snakk om mange grammene,» sier Robert Williams.	Normally, we aren't talking about more than a few grams," says Robert Williams.
På mange måter en den sirkumpolare kontinentalsokkelen en ny oljeprovins.	In many respects, the circumpolar continental shelf represents a new oil province in the sense that the Cold War only ended there just over a decade ago.
Disse utgjør fra i dag ODs strategiske ledergruppe.	They will constitute the NPD’s strategic management going forward.
ROV-kontrollrommet under første dykk.	ROV control room during the first dive.
Auka petroleumsproduksjon første halvår 2012 >>	Increased petroleum production in the first half of 2012 >>
Oseberg, Skarv, Skuld, Troll og Valhall har redusert produksjon i april på grunn av diverse tekniske problem.	The following fields had reduced production in April due to various technical problems: Oseberg, Skarv, Skuld, Troll and Valhall.
Oseberg, Skuld, Ula, Valhall og Vigdis hadde redusert produksjon i juli på grunn av ulike tekniske problem.	The following fields had reduced production in July due to various technical problems: Oseberg, Skuld, Ula, Valhall and Vigdis.
For OD er det tre ting som avgjør tildeling blant de rekordmange søkerne: Kvalitet, kvalitet og kvalitet.	For the NPD, three considerations are crucial in allocating licence interests among a record number of applicants: quality, quality and quality.
RWE Dea Norge AS er operatør med ein 40 prosent del.	RWE Dea Norge AS is the operator with an ownership interest of 40 per cent.
Ettersom brønnen er boret fra Gullfaks B-innretningen, er funnet likevel interessant siden det raskt kan settes i produksjon.	As the well was drilled from the Gullfaks B installation, it is nevertheless interesting as it could be rapidly put into production.
Feltet er bygd ut med en togrensbrønn boret fra en ledig slisse på den eksisterende havbunnsrammen på Fram H-Nord.	The field is developed with a two-branched well drilled from an available slot on the existing subsea template at Fram H-Nord.
Brønnen blir bora om lag 100 kilometer nord for Hammerfest og om lag 70 kilometer nordaust for Goliatfeltet.	The well will be drilled about 100 kilometres north of Hammerfest and about 70 kilometres northeast of the Goliat field.
Om lag 15 prosent forventes å være olje.	About 15 per cent are expected to be oil.
Primært letemål for brønnen var å påvise petroleum i sandsteiner av mellomjura alder (Brentgruppen).	The well’s primary exploration target was to prove petroleum in sandstone from the Middle Jurassic Age (the Brent group).
Brønnen ble boret til et vertikalt dyp på 2895 meter under havflaten, og ble avsluttet i Statfjordformasjonen av sen jura alder.	The well was drilled to a vertical depth of 2895 metres below sea level, and terminated in the Statfjord formation of the late Jurassic age.
I 1966 boret ”Ocean Traveler” den første norske brønnen i Nordsjøen for Esso.	Ocean Traveler spudded the first Norwegian offshore well for Esso in 1966, and found traces of petroleum.
Brønnene er boret om lag 32 kilometer nordvest for funnbrønnen 7220/11-1 (Alta) og om lag 37 kilometer sørvest for funnbrønnen 7220/8-1 Johan Castberg.	The wells were drilled about 32 kilometres northwest of discovery well 7220/11-1 (Alta) and about 37 kilometres southwest of discovery well 7220/8-1 Johan Castberg.
Interessen for Tildeling i forhåndsdefinerte områder 2007 (TFO 2007) er rekordstor, og stadig nye aktører søker leteareal.	Interest in the APA 2007 is record high, with a steady rise in the number of new players seeking licence holdings.
Primært letemål for brønnene var å påvise petroleum i en separat forkastningsblokk i midtre og nedre jura reservoarbergarter (Brentgruppen).	The primary exploration target for the wells was to prove petroleum in a separate fault block in Middle and Lower Jurassic rocks (the Brent Group).
Vinterkonferansen 2015	2015 Winter conference
Målet er å få til en langsikti overvåkning av bestandene.	“The aim is to achieve a long-term monitoring of stocks.
I 2012 hadde Oljedirektoratet en gjennomgang av de uoppdagede ressursene.	The NPD reviewed the undiscovered resources in 2012.
Statfjord-feltet er et eksempel på godt samspill mellom myndigheter og oljeselskap helt fra dag én.	The Statfjord field is a good example of excellent interaction between the authorities and oil companies from day one.
Oppstartstidspunkt for produksjon er august/september 2016.	Production is scheduled to start in August/September 2016.
Då Norskehavet vart danna, sprakk undergrunnen opp, og det seiv ut store mengder lava.	When the Norwegian Sea was formed, the subsurface cracked, releasing large volumes of lava.
Fire av tillatelsene ligger i Norskehavet og tjue i Barentshavet.	Four of the licences are in the Norwegian Sea and twenty are in the Barents Sea.
Førebels produksjonstal for mai 2007 viser ein gjennomsnittleg dagsproduksjon på om lag 2,199 millionar fat olje og 0,326 millionar fat NGL og kondensat.	Preliminary production figures show an average daily production of about 2.199 million barrels of oil and 0.326 million barrels of NGL and condensate for May 2007.
Kart i pdf: Forhåndsdefinerte områder ved utlysningstidspunkt	Map in pdf: Predefined areas at the time of announcement
697 km²	697 km²
Materialet vil inngå i ODs kunnskapsbase om undergrunnen og metaller i dyphavet, som er opparbeidet over tid.	The materials will be included in the NPD's knowledge base concerning the subsurface and deep water metals, which has been accumulated over time.
Løyvet blei tildelt i 19.konsesjonsrunde.	The licence was awarded in the 19th licensing round.
Jeg har vært på flere Force-arrangmenter tidligere, og har hatt godt faglig utbytte av det.	I have been to several Force events in the past, and have always benefitted professionally.
Da kunngjorde Phillips Ekofisk-funnet i Nordsjøen: ”Jeg erklærer herved at Nordsjøen, herfra til Nordpolen, er et stort oljebasseng”, meldte Ed Seabourn, riggsjefen på leteriggen ”Ocean Viking” til Phillips-kontoret i Stavanger.	“I hereby declare that the North Sea, from here to the North Pole, is a huge oil basin,” Ed Seabourn, platform manager on Ocean Viking, told the company’s Stavanger office.
Dette er den tredje og fjerde letebrønnen i tillatelse 501.	These are the third and fourth exploration wells in licence 501.
I Barentshavet har Statoil gjort et olje- og gassfunn i brønn 7220/7-1 (prospektet ”Havis”) like ved Skrugardfunnet.	In the Barents Sea, Statoil made an oil and gas discovery in well 7220/7-1 (the ”Havis” prospect) near the Skrugard discovery.
Brønnen påtraff om lag 15 meter tykke reservoarbergarter i Støformasjonen med god reservoarkvalitet og om lag 55 meter tykke reservoarbergarter i Fruholmenformasjonen med middels til god reservoarkvalitet.	The well encountered about 15-metre thick reservoir rocks in the Stø formation with good reservoir quality and about 55-metre thick reservoir rocks in the Fruholmen formation with medium to good reservoir quality.
Moderat kvotering innebærer at når to søkere er tilnærmet likt kvalifisert, skal den som har innvandrerbakgrunn ansettes.	Moderate affirmative action means preferring applicants with immigrant backgrounds when applicants have approximately the same qualifications.
Dette er den 10. letebrønnen i utvinningstillatelse 169.	This is the tenth exploration well in production licence 169.
"Force sin eksistens er basert på at tilbudet er attraktivt for deltakerne, og så langt synes jeg at det har vært en suksess!" sier Bryn.	“Force’s existence is based on the service being attractive for the participants, and I think it has been a success so far!” says Bryn.
Brønnen ble boret til et vertikalt av dyp av 2819 meter under havflaten og ble avsluttet i Tynegruppen i øvre jura.	The well was drilled to a vertical depth of 2819 metres below the sea surface and was terminated in the Tyne group in Upper Jurassic rocks.
«Elles er jo dette heilt nytt for oss – no må vi skaffe oss ei oversikt over kva den nye oppgåva betyr og korleis ho kan tilpassast ODs organisasjon,» seier Eriksen til slutt.	“Otherwise this is completely new to us – we now need to obtain an overview of what the new task means and how it can be adapted to the NPD’s organisation,” Eriksen concludes.
Utvinningsløyve 414 vart delt ut 16. januar 2007 (TFO 2006).	Production licence 414 was awarded on 16 January 2007 (APA 2006).
Funnet ”Aldous/Avaldsnes” viser at det er mulig å gjøre store funn i modne områder, og de to funnene Skrugard og Havis har doblet ressursanslaget for denne delen av Barentshavet.	The ”Aldous/Avaldsnes” discovery proves it is possible to make major discoveries in mature areas, and the Skrugard and Havis discoveries have doubled the resource estimate for this part of the Barents Sea.
Tynne oljesoner er en utfordring.	Thin oil zones have become a challenge.
Brønnen blir bora om lag 13 kilometer nordvest for Heidrunfeltet og om lag 30 kilometer nord for Åsgard.	The well will be drilled about 13 kilometres northwest of the Heidrun field and about 30 kilometres north of Åsgard.
Fakta om felt, funn, selskaper, leteaktivitet, produksjon og ressursgrunnlaget på norsk sokkel	Facts about fields, companies, exploration activity, production and resource estimates on the Norwegian continental shelf
Brønn 30/9-23 ble boret av boreinnretningen Transocean Winner, som nå skal til utvinningstillatelse 363 i Nordsjøen for å bore undersøkelsesbrønn 25/5-6 der Lundin Norway AS er operatør.	Well 30/9-23 was drilled by the Transocean Winner drilling facility, which will now proceed to production licence 363 in the North Sea to drill wildcat well 25/5-6 operated by Lundin Norway AS.
Videre avgrensning av funnet planlegges i 2015.	Further delineation of the discovery is planned for 2015.
Dei fleste av selskapa som søkte i TFO 2009 har sendt søknad også dette året.	Most of the companies that applied in APA 2009 have also submitted applications this year.
Anslaget inkluderer volum fra nytt område i Barentshavet sørøst og sokkelen rundt Jan Mayen med henholdsvis 300 millioner Sm3 o.e og 90 millioner Sm3 o.e.	This estimate includes volumes from new acreage in the southeastern Barents Sea and the shelf around Jan Mayen, amounting to 300 million Sm3 o.e and 90 million Sm3 o.e., respectively.
Tillatelsen ble tildelt i 2001 i forbindelse med Nordsjøtildelingene 2000.	The licence was awarded in 2001 in connection with the North Sea Awards in 2000.
Det ble derimot påvist gass i øvre trias reservoarbergarter tilhørende Hegregruppen.	Gas was, however, proven in Upper Triassic reservoir rocks belonging to the Hegre Group.
Utvinningsløyve 153 vart tildelt den 8. juli 1988 (12. konsesjonsrunde på norsk sokkel).	Production licence 153 was awarded on 8 July 1988 (12th licensing round on the Norwegian shelf).
De fleste av disse brønnene plugges fra faste innretninger.	Most of these wells are plugged from fixed facilities.
I tillegg blir det gjort ei geologisk kartlegging.	Geological mapping will also be carried out.
Selv om bariumsulfat i utgangspunket er svært giftig, er det et særdeles tungt oppløselig stoff, så giftvirkningen bortfaller.	Although barium sulphate is basically extremely toxic, it is also one of the least soluble of minerals.
Les mer om Norsk Oljemuseum her >>	Read more about the Norwegian Petroleum Museum here >>
Foreløpig produksjonsoversikt for oktober viser en gjennomsnittlig dagsproduksjon på om lag 2,503 millioner fat olje og 0,334 millioner fat NGL og kondensat.	Preliminary production figures for October shows that average daily production is about 2.503 million barrels oil and 0.334 million barrels NGL and condensate.
Dette er den første brønnen som vert bora i utvinningstillatelsen.	This is the first well to be drilled within the production licence area.
Brønnen påtraff gass i Kobbeformasjonen og med reservoarbergarter av varierende kvalitet.	The well encountered gas in the Kobbe formation and with reservoir rocks of varying quality.
Førebels produksjonstal frå norsk kontinentalsokkel, februar 2004 Førebels produksjonsoversikt for februar viser ein gjennomsnittleg dagsproduksjon på om lag 2 988 000 fat olje.	Preliminary production figures from the Norwegian continental shelf, February 2004 Preliminary production figures show an average daily production of about 2 988 000 barrels oil.
Bayerngas Norge AS	Bayerngas Norge AS
”Vi er rimelig sikre på at vi vil finne dei same bergartane utanfor Jan Mayen som på Haltenbanken og ved Aust-Grønland,” seier Eriksen.	”We are reasonably certain that we will find the same rocks off Jan Mayen as we have seen on Haltenbanken and near Eastern Greenland," says Eriksen.
Dette er den andre leitebrønnen som vert bora i løyvet, men det er bora leitebrønnar tidlegare innanfor det arealet dette løyvet dekker.	This is the second exploration well to be drilled in the licence, but exploration wells have previously been drilled within the area covered by this licence.
NGL og kondensat.	NGL and condensate.
Samlet gir dermed PIAF oversikt over feltporteføljen og utfordringer i næringen.	Piaf accordingly yields an overview of the field portfolio and the challenges facing the industry.
Da vi fylte 30, rettet vi sterk kritikk mot oljeselskapene for å være for kortsiktige: «Aktørene på sokkelen satser mye på å forbedre inntjeningen og øke produksjonen.	When we celebrated our 30th anniversary, we strongly criticized the oil companies for being too short-sighted: «The players on the shelf work hard to improve earnings and increase production.
Boreprogrammet for brønn 7220/11-3 A gjeld boring av ein avgrensingsbrønn i utvinningsløyve 609.	The drilling programme for well 7220/11-3 A relates to the drilling of an appraisal well in production licence 609.
I 2011 og 2012 samlet Oljedirektoratet inn 2D-seismikk i Barentshavet sørøst og fra norske havområder ved Jan Mayen.	In 2011 and 2012, the Norwegian Petroleum Directorate acquired 2D seismic data in the southeastern Barents Sea and from Norwegian sea areas around Jan Mayen.
30/5-3 A, lite gassfunn.	30/5-3 A, small gas discovery.
Tema: Ressursregnskap og analyser | Geologi	Topics: Resource accounts & analysis | Geology
Dei andre rettshavarane er OMV (Norge) AS med 20 prosent, Statoil Petroleum AS og Wintershall Norge As med 15 prosent kvar.	The other licensees are OMV (Norge) AS with 20 per cent, Statoil Petroleum AS and Wintershall Norge AS, each with 15 per cent.
Utvinningsløyve 301 CS blei frådelt utvinningsløyve 301 i 2008.	Production licence 301 CS was carved out of production licence 301 in 2008.
A/S Norske Shell	A/S Norske Shell
Brønnbane 25/8-17 skal bores fra boreinnretningen Bredford Dolphin i posisjon 59º 23’ 32.04” Nord og 02º 20’ 1.95” Øst etter avslutning av boring av letebrønn 35/3-7 S for VNG Norge (Operation) AS i utvinningstillatelse 270.	Wellbore 25/8-17 will be drilled from the Bredford Dolphin drilling facility at position 59º 23’ 32.04” North and 02º 20’ 1.95” East after it concludes the drilling of exploration well 35/3-7 S for VNG Norge (Operation) AS in production licence 270.
Brønnen 7324/2-1 påtraff om lag 15 meter tykke reservoarbergarter med god reservoarkvalitet i Støformasjonen i Realgrunnundergruppen.	Well 7324/2-1 encountered reservoir rocks about 15 metres thick and with good reservoir quality, in the Stø formation in the Realgrunnen sub-group.
I 2003 ble 9 selskap prekvalifisert, 3 som rettighetshavere og 6 som operatører.	Nine companies were prequalified in 2003, three as licensees and six as operators.
Arbeidet skjer i nært samarbeid med Norad og Petroleumstilsynet.	Work by the directorate in this nation is pursued in close collaboration with the Petroleum Safety Authority Norway (PSA) and the Norwegian Agency for Development Cooperation (Norad).
Brønnen 2/11-11 ble boret til et vertikalt dyp av 3388 meter under havflaten og ble avsluttet i Hidraformasjonen (øvre kritt).	Well 2/11-11 was drilled to a vertical depth of 3388 metres below the sea surface and was terminated in the Hidra formation (Upper Cretaceous).
Hensikten med brønnene var å avgrense 15/9-B-1 funnet.	The purpose of the wells was to delineate the 15/9-B-1 discovery.
Endelige produksjonstall for august vil bli offentliggjort i begynnelsen av oktober 2005.	Final figures will be published in the beginning of October 2005.
Alternativt kan ønsket versjon finnes via www.npd.no, skriv App i søkefeltet.	Alternatively, you can find each version via www.npd.no; type ‘app’ in the search field.
Så langt i 2009 er gjennomsnittleg oljeproduksjon per dag om lag 2,1 millionar fat og total væskeproduksjon om lag 2,5 millionar fat.	So far this year the average daily production has been about 2.1 million barrels of oil and the total liquid production about 2.5 million barrels.
Under arbeidet med atlaset har store og små strukturer som kan brukes til å lagre CO2 for framtidige feltutbygginger derfor blitt evaluert.	During the work on the atlas, small and large structures that can be used to store CO2 from future field developments have therefore been evaluated.
Brønn 25/5-9 ble boret av boreinnretningen Leiv Eiriksson, som nå skal til utvinningstillatelse 420 i nordlige Nordsjøen for å bore avgrensningsbrønn 35/9-11 S, der RWE Dea Norge AS er operatør.	Well 25/5-9 was drilled by the Leiv Eiriksson drilling facility, which will now proceed to production licence 420 in the northern North Sea to drill appraisal well 35/9-11 S, where RWE Dea Norge AS is the operator.
I år kom det inn søknader fra 46 selskaper.	APA 2007 has attracted applications from 46 companies.
OD og oljeselskapene stiller strenge krav til datakvalitet som skal oppfylles for alt som lagres i databasen, slik at brukerne har tillit til Diskos.	The NPD and oil companies set high data quality standards that must be met for everything that is stored in the database, so that users trust Diskos.
Dette er den tredje brønnen som bores i utvinningstillatelsen.	This is the third well to be drilled in the production licence.
Brønnen ble boret av boreinnretningen Transocean Leader, som nå skal foreta en permanent plugging av tidligere funnbrønn 25/11-16 (Svalin) i samme utvinningstillatelse.	The well was drilled by the Transocean Leader drilling facility, which will now carry out permanent plugging of a previous discovery well, 25/11-16 (Svalin), in the same production licence.
Juli 2005	July 2005
Maksimum produksjonsrate var på 175 000 Sm3 gass per strømningsdøgn gjennom en 52/64 tommers dyseåpning.	The maximum production rate was 175 000 Sm3 gas per flow day through a 52/64-inch nozzle opening.
Væskeproduksjonen i juni fordeler seg slik: 1 570 000 fat olje, 353 000 fat NGL og 25 000 fat kondensat i gjennomsnitt per dag.	The average daily liquid production in June was: 1 570 000 barrels of oil, 353 000 barrels of NGL and 25 000 barrels of condensate.
Deretter følger Lundin Norway med fem og Talisman Energy Norge med fire.	They were followed by Lundin Norge with five and Talisman Energy Norge with four wells.
De totale gjenværende utvinnbare ressursene er beregnet til 7,7 milliarder Sm3 o.e., med et usikkerhetsspenn (P10 – P90) på 5,4 -11,3 milliarder Sm3 o.e.	The total remaining recoverable resources have been estimated at 7.7 billion Sm3 o.e., with a range of uncertainty (P10 - P90) between 5.4 and 11.3 billion Sm3 o.e.
Det er viktig at de store investeringene en brønn representerer, blir utnyttet så lenge det er lønnsomt i et langsiktig perspektiv.	It is important that the considerable investments represented by a well, are utilised as long as they are profitable in a long-term perspective.
Rettighetshaverne i utvinningstillatelsen vil vurdere å produsere funnet mot Tordis/Vigdis feltene.	The licensees in the production licence will consider producing the discovery via the Tordis/Vigdis fields.
Sekundært letemål var å påvise petroleum i Statfjordgruppen i nedre jura.	The secondary exploration target was to prove petroleum in the Statfjord group in the Lower Jurassic.
Rapporten bygger derfor blant annet på kunnskap fra prosjekteringen og byggingen av condeepene, og erfaring fra fjerning av en bunnfast stålplattform på britisk sokkel.	The report therefore builds on knowledge from the planning and construction of the Condeeps, and experience from removal of a steel platform resting on the UK continental shelf.
Oljefunnet 16/1-7 (West Cable) ble påvist i midtre jura reservoarbergarter (Sleipnerformasjonen) i 2004 og inngår i Ivar Aasen-feltet.	The 16/1-7 (West Cable) oil discovery was proven in Middle Jurassic reservoir rocks (the Sleipner formation) in 2004 and is part of the Ivar Aasen field.
Derfor er det er viktig at inntektene fra petroleumsindustrien kommer hele befolkningen til gode.	So revenues from the industry must benefit the whole population.
Utvinningsløyve 420 vart delt ut 16. februar 2007 (TFO 2006).	Production licence 420 was awarded on 16 February 2007 (APA 2006).
Dersom sokkelen blir elektrifisert uten at det produseres forurensingsfri elektrisitet i Norge, er det usikkert om resultatet blir netto utslippsreduksjon av CO2 totalt sett.	If the shelf is electrified without production of pollution-free electricity in Norway, it is uncertain whether the result will be a net reduction of CO2 overall.
Dei andre rettshavarane er Petoro AS med 20 prosent og Norwegian Energy Company ASA med 30 prosent.	The other licensees are Petoro AS with 20 per cent and Norwegian Energy Company ASA with 30 per cent.
Brønn 34/10-55 S påtraff en total olje- og gasskolonne på om lag 170 meter, hvorav 60 meter er i sandsteiner med gode til meget gode reservoaregenskaper i Statfjordgruppen og 10 meter i sandsteiner med moderate til gode egenskaper i Lundeformasjonen.	Well 34/10-55 S encountered a total oil and gas column of about 170 metres, of which 60 metres are in sandstone with good to very good reservoir properties in the Statfjord group and 10 metres in sandstone with moderate to good properties in the Lunde formation.
Utvinnbare olje- og gassreserver er anslått til rundt 18 millioner Sm3 o.e.	Recoverable oil and gas reserves are estimated at around 18 million Sm3 o.e.
Xplore North	Xplore North
Se mal for brev i veiledning 1.	See Guidelines 1 below.
Brønnen er nå plugget og forlatt, og har gitt verdifulle opplysninger om letepotensialet i øvre jura lagrekken i Oseberg området.	The well has now been plugged and abandoned, and has provided valuable information on the Upper Jurassic strata row in the Oseberg area.
Brønn 35/8-6 A påtraff en tre meter oljekolonne i Heatherformasjonen med dårlig reservoarkvalitet.	Well 35/8-6 A encountered a three-metre oil column in the Heather formation with poor reservoir quality.
I 2001 og i 2005 leide Oljedirektoratet den svenske isbryteren Oden til å hente inn dokumentasjon for det norske kravet om å sette grensen for kontinentalsokkelen utenfor 200 nautiske mil nord for Svalbard.	In 2001 and 2005, the NPD chartered the Swedish icebreaker Oden to acquire documentation for the Norwegian demand to set the border of the continental shelf outside 200 nautical miles north of Svalbard.
Brønn 6407/7-8 ligger omtrent 16 kilometer nord for Njordfeltet.	Well 6407/7-8 is located about 16 km north of the Njord field.
Det er for tidlig å anslå størrelsen på det dypeste funnet.	It is too early to estimate the size of the deeper discovery.
”OD har forbausende få ansatte med innvandrerbakgrunn generelt, sett i forhold til næringen vi jobber med.	”The NPD has surprisingly few employees with immigrant backgrounds in general, considering the industry we work with.
Brønnen tjente inn det dobbelte av kostnadene og bidro til å dekke inn alt utredningsarbeidet før testproduksjonen var avsluttet.	The well made twice as much as it cost and contributed to covering the costs of the preliminary work before the test production was completed.
Kontakt i OD: Eldbjørg Vaage Melberg, tlf.: 51 87 61 00.	Contact in NPD: Eldbjørg Vaage Melberg Tel.: +47 51 87 61 00.
Produksjonen frå Vale var stengd i april pga tekniske problem og på Draugen i periodar pga kulde.	Production from Vale field was closed in April due to technical problems and Draugen was closed periodically due to freezing problems.
Dette resulterer i en oljekolonne på 41 meter i brønn 16/1-11 A.	This results in a 41-metre oil column in well 16/1-11 A.
Brønnen påtraff enolje/gass/kondensat-kolonne på om lag 85 meter i Lundeformasjonen, hvorav 40 meter med moderat til god reservoarkvalitet.	The well encountered an oil/gas/condensate column of about 85 metres in the Lunde formation, 40 metres of which were of moderate to good reservoir quality.
Sabvaava er foreløpig kommet til 84 40' N, 13 Ø.	Sabvabaa has not yet reached 84 40' N, 13 E. The icebreaker Oden arrives on Friday 3 August.
BG Norge AS er operatør med en eierandel på 60 prosent mens Lundin Norway AS er rettighetshaver med en eierandel på 40 prosent.	BG Norge AS is the operator and has an ownership interest of 60 per cent, while Lundin Norway AS is a licensee with an interest of 40 per cent.
Brønnen blir permanent plugget og forlatt.	The well will be permanently plugged and abandoned.
Dermed vil svært mange aktører være involvert.	A great many players are thereby involved, making it difficult to reach agreement on the measures to be adopted and on their form.
For en geolog som har jobbet lenge med Barentshavet, er det gledelig å se den store interessen de siste oljefunnene har skapt.	For a geologist who has worked with the Barents Sea for a long time, it is pleasing to see the substantial interest the latest oil discoveries have brought about.
Brønnene er begge permanent plugget og forlatt.	Both wells have been permanently plugged and abandoned.
Boreprogrammet for brønnbane 25/10-9 gjelder boring av undersøkelsesbrønn i utvinningstillatelse 304.	The drilling programme for wellbore 25/10-9 concerns drilling of a wildcat well in production licence 304.
I forbindelse med konsekvensutredningen fikk OD i oppdrag å gi brutto- og nettotall for to scenarioer for utviklingen i Barentshavet sørøst.	In connection with the impact assessment, the NPD was tasked with providing gross and net figures for two scenarios for the development in the southeastern Barents Sea.
Undersøkjingsbrønn 6403/6-1 vart bora til eit totalt djup av 4095 meter inn i bergartar av kritt alder.	Exploration well 6403/6-1 was drilled to a total depth of 4095 meters into Cretaceous rocks.
Lundin Norway AS er operatør med ein eigardel på 35 prosent.	Lundin Norway AS is the operator with an ownership interest of 35 per cent.
Barentshavet anslås å gjemme uoppdagede ressurser i underkant av en milliard standard kubikkmeter oljeekvivalenter, det tilsvarer nesten 30 prosent av de totale uoppdagede ressursene på norsk sokkel.	Undiscovered resources in the Norwegian Barents Sea are put at just under a billion standard cubic metres (scm) of oil equivalent, or almost 30 per cent of the NCS total.
